inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_370," 563 
"," 51 
"," 343 
"," 194 
"," 906 
"," 245 
"," 7190.59 
"," 324188.30 
"," 0.02 
"," 45.09 
"," 18010.46 
"," 1.57 
"
values_778," 542 
"," 51 
"," 329 
"," 181 
"," 871 
"," 232 
"," 6844.30 
"," 317239.04 
"," 0.02 
"," 46.35 
"," 17624.39 
"," 1.55 
"
values_458," 456 
"," 51 
"," 271 
"," 144 
"," 727 
"," 195 
"," 5530.53 
"," 265407.79 
"," 0.02 
"," 47.99 
"," 14744.88 
"," 1.38 
"
values_818," 463 
"," 51 
"," 276 
"," 151 
"," 739 
"," 202 
"," 5659.42 
"," 263781.36 
"," 0.02 
"," 46.61 
"," 14654.52 
"," 1.37 
"
values_119," 514 
"," 51 
"," 305 
"," 167 
"," 819 
"," 218 
"," 6362.14 
"," 296296.81 
"," 0.02 
"," 46.57 
"," 16460.93 
"," 1.48 
"
values_373," 546 
"," 51 
"," 335 
"," 189 
"," 881 
"," 240 
"," 6965.97 
"," 314850.81 
"," 0.02 
"," 45.20 
"," 17491.71 
"," 1.54 
"
values_351," 469 
"," 51 
"," 281 
"," 150 
"," 750 
"," 201 
"," 5738.29 
"," 274118.05 
"," 0.02 
"," 47.77 
"," 15228.78 
"," 1.41 
"
values_32," 551 
"," 51 
"," 336 
"," 183 
"," 887 
"," 234 
"," 6981.01 
"," 326848.76 
"," 0.02 
"," 46.82 
"," 18158.26 
"," 1.58 
"
values_770," 543 
"," 51 
"," 330 
"," 184 
"," 873 
"," 235 
"," 6876.20 
"," 314474.01 
"," 0.02 
"," 45.73 
"," 17470.78 
"," 1.54 
"
values_371," 508 
"," 51 
"," 309 
"," 166 
"," 817 
"," 217 
"," 6341.19 
"," 300996.30 
"," 0.02 
"," 47.47 
"," 16722.02 
"," 1.50 
"
values_283," 571 
"," 51 
"," 346 
"," 190 
"," 917 
"," 241 
"," 7256.12 
"," 336951.28 
"," 0.02 
"," 46.44 
"," 18719.52 
"," 1.61 
"
values_535," 470 
"," 51 
"," 280 
"," 153 
"," 750 
"," 204 
"," 5754.32 
"," 268534.89 
"," 0.02 
"," 46.67 
"," 14918.60 
"," 1.39 
"
values_250," 598 
"," 51 
"," 363 
"," 197 
"," 961 
"," 248 
"," 7643.98 
"," 359170.18 
"," 0.02 
"," 46.99 
"," 19953.90 
"," 1.68 
"
values_132," 568 
"," 51 
"," 344 
"," 191 
"," 912 
"," 242 
"," 7222.00 
"," 331682.79 
"," 0.02 
"," 45.93 
"," 18426.82 
"," 1.60 
"
values_649," 572 
"," 51 
"," 349 
"," 188 
"," 921 
"," 239 
"," 7276.70 
"," 344462.64 
"," 0.02 
"," 47.34 
"," 19136.81 
"," 1.64 
"
values_77," 438 
"," 51 
"," 261 
"," 137 
"," 699 
"," 188 
"," 5280.66 
"," 256535.89 
"," 0.02 
"," 48.58 
"," 14251.99 
"," 1.35 
"
values_260," 529 
"," 51 
"," 317 
"," 176 
"," 846 
"," 227 
"," 6621.26 
"," 304107.70 
"," 0.02 
"," 45.93 
"," 16894.87 
"," 1.51 
"
values_891," 427 
"," 51 
"," 252 
"," 129 
"," 679 
"," 180 
"," 5086.97 
"," 253402.00 
"," 0.02 
"," 49.81 
"," 14077.89 
"," 1.33 
"
values_91," 436 
"," 51 
"," 260 
"," 137 
"," 696 
"," 188 
"," 5257.99 
"," 254456.20 
"," 0.02 
"," 48.39 
"," 14136.46 
"," 1.34 
"
values_137," 530 
"," 51 
"," 322 
"," 177 
"," 852 
"," 228 
"," 6673.62 
"," 309588.21 
"," 0.02 
"," 46.39 
"," 17199.34 
"," 1.53 
"
values_42," 496 
"," 51 
"," 297 
"," 163 
"," 793 
"," 214 
"," 6138.98 
"," 285236.75 
"," 0.02 
"," 46.46 
"," 15846.49 
"," 1.44 
"
values_13," 588 
"," 51 
"," 363 
"," 192 
"," 951 
"," 243 
"," 7536.50 
"," 363341.57 
"," 0.02 
"," 48.21 
"," 20185.64 
"," 1.70 
"
values_577," 484 
"," 51 
"," 285 
"," 154 
"," 769 
"," 205 
"," 5905.52 
"," 278690.70 
"," 0.02 
"," 47.19 
"," 15482.82 
"," 1.42 
"
values_41," 506 
"," 51 
"," 308 
"," 167 
"," 814 
"," 218 
"," 6323.30 
"," 297384.52 
"," 0.02 
"," 47.03 
"," 16521.36 
"," 1.49 
"
values_809," 472 
"," 51 
"," 279 
"," 152 
"," 751 
"," 203 
"," 5756.67 
"," 269446.11 
"," 0.02 
"," 46.81 
"," 14969.23 
"," 1.39 
"
values_414," 535 
"," 51 
"," 324 
"," 176 
"," 859 
"," 227 
"," 6723.01 
"," 315599.25 
"," 0.02 
"," 46.94 
"," 17533.29 
"," 1.55 
"
