inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_897," 579 
"," 51 
"," 356 
"," 197 
"," 935 
"," 248 
"," 7437.17 
"," 342714.02 
"," 0.02 
"," 46.08 
"," 19039.67 
"," 1.63 
"
values_153," 433 
"," 51 
"," 257 
"," 132 
"," 690 
"," 183 
"," 5185.83 
"," 257464.82 
"," 0.02 
"," 49.65 
"," 14303.60 
"," 1.35 
"
values_368," 544 
"," 51 
"," 329 
"," 181 
"," 873 
"," 232 
"," 6860.02 
"," 317967.49 
"," 0.02 
"," 46.35 
"," 17664.86 
"," 1.55 
"
values_689," 491 
"," 51 
"," 293 
"," 163 
"," 784 
"," 214 
"," 6069.31 
"," 278201.54 
"," 0.02 
"," 45.84 
"," 15455.64 
"," 1.42 
"
values_830," 569 
"," 51 
"," 347 
"," 191 
"," 916 
"," 242 
"," 7253.68 
"," 336042.81 
"," 0.02 
"," 46.33 
"," 18669.04 
"," 1.61 
"
values_29," 582 
"," 51 
"," 354 
"," 191 
"," 936 
"," 242 
"," 7412.06 
"," 350306.96 
"," 0.02 
"," 47.26 
"," 19461.50 
"," 1.66 
"
values_301," 453 
"," 51 
"," 269 
"," 145 
"," 722 
"," 196 
"," 5497.82 
"," 260084.83 
"," 0.02 
"," 47.31 
"," 14449.16 
"," 1.36 
"
values_286," 431 
"," 51 
"," 255 
"," 132 
"," 686 
"," 183 
"," 5155.77 
"," 253980.27 
"," 0.02 
"," 49.26 
"," 14110.01 
"," 1.34 
"
values_580," 470 
"," 51 
"," 280 
"," 151 
"," 750 
"," 202 
"," 5743.66 
"," 271587.57 
"," 0.02 
"," 47.28 
"," 15088.20 
"," 1.40 
"
values_593," 570 
"," 51 
"," 345 
"," 191 
"," 915 
"," 242 
"," 7245.76 
"," 333741.22 
"," 0.02 
"," 46.06 
"," 18541.18 
"," 1.60 
"
values_80," 598 
"," 51 
"," 363 
"," 199 
"," 961 
"," 250 
"," 7655.12 
"," 356078.42 
"," 0.02 
"," 46.52 
"," 19782.13 
"," 1.67 
"
values_416," 485 
"," 51 
"," 288 
"," 154 
"," 773 
"," 205 
"," 5936.24 
"," 283089.17 
"," 0.02 
"," 47.69 
"," 15727.18 
"," 1.44 
"
values_305," 582 
"," 51 
"," 365 
"," 199 
"," 947 
"," 250 
"," 7543.60 
"," 352824.30 
"," 0.02 
"," 46.77 
"," 19601.35 
"," 1.66 
"
values_142," 499 
"," 51 
"," 297 
"," 168 
"," 796 
"," 219 
"," 6188.73 
"," 278990.18 
"," 0.02 
"," 45.08 
"," 15499.45 
"," 1.42 
"
values_800," 430 
"," 51 
"," 254 
"," 129 
"," 684 
"," 180 
"," 5124.43 
"," 257293.93 
"," 0.02 
"," 50.21 
"," 14294.11 
"," 1.35 
"
values_661," 556 
"," 51 
"," 338 
"," 191 
"," 894 
"," 242 
"," 7079.46 
"," 319465.43 
"," 0.02 
"," 45.13 
"," 17748.08 
"," 1.56 
"
values_73," 576 
"," 51 
"," 352 
"," 194 
"," 928 
"," 245 
"," 7365.20 
"," 340773.38 
"," 0.02 
"," 46.27 
"," 18931.85 
"," 1.63 
"
values_297," 511 
"," 51 
"," 309 
"," 172 
"," 820 
"," 223 
"," 6396.74 
"," 293041.26 
"," 0.02 
"," 45.81 
"," 16280.07 
"," 1.47 
"
values_167," 577 
"," 51 
"," 345 
"," 183 
"," 922 
"," 234 
"," 7256.48 
"," 348846.17 
"," 0.02 
"," 48.07 
"," 19380.34 
"," 1.65 
"
values_594," 479 
"," 51 
"," 286 
"," 156 
"," 765 
"," 207 
"," 5885.52 
"," 275147.94 
"," 0.02 
"," 46.75 
"," 15286.00 
"," 1.41 
"
values_367," 587 
"," 51 
"," 360 
"," 198 
"," 947 
"," 249 
"," 7538.12 
"," 349494.74 
"," 0.02 
"," 46.36 
"," 19416.37 
"," 1.65 
"
values_552," 582 
"," 51 
"," 358 
"," 196 
"," 940 
"," 247 
"," 7471.47 
"," 347994.93 
"," 0.02 
"," 46.58 
"," 19333.05 
"," 1.65 
"
values_608," 478 
"," 51 
"," 284 
"," 156 
"," 762 
"," 207 
"," 5862.44 
"," 272152.37 
"," 0.02 
"," 46.42 
"," 15119.58 
"," 1.40 
"
values_797," 461 
"," 51 
"," 278 
"," 149 
"," 739 
"," 200 
"," 5648.81 
"," 268754.44 
"," 0.02 
"," 47.58 
"," 14930.80 
"," 1.39 
"
values_288," 595 
"," 51 
"," 362 
"," 195 
"," 957 
"," 246 
"," 7600.99 
"," 359819.00 
"," 0.02 
"," 47.34 
"," 19989.94 
"," 1.69 
"
values_764," 473 
"," 51 
"," 285 
"," 153 
"," 758 
"," 204 
"," 5815.70 
"," 276245.67 
"," 0.02 
"," 47.50 
"," 15346.98 
"," 1.41 
"
values_622," 594 
"," 51 
"," 361 
"," 194 
"," 955 
"," 245 
"," 7579.49 
"," 359654.58 
"," 0.02 
"," 47.45 
"," 19980.81 
"," 1.69 
"
values_785," 504 
"," 51 
"," 300 
"," 168 
"," 804 
"," 219 
"," 6250.93 
"," 284640.51 
"," 0.02 
"," 45.54 
"," 15813.36 
"," 1.44 
"
values_676," 444 
"," 51 
"," 265 
"," 141 
"," 709 
"," 192 
"," 5377.74 
"," 257730.97 
"," 0.02 
"," 47.93 
"," 14318.39 
"," 1.35 
"
values_330," 603 
"," 51 
"," 371 
"," 197 
"," 974 
"," 248 
"," 7747.39 
"," 372051.56 
"," 0.02 
"," 48.02 
"," 20669.53 
"," 1.72 
"
values_595," 434 
"," 51 
"," 258 
"," 135 
"," 692 
"," 186 
"," 5217.10 
"," 254246.57 
"," 0.02 
"," 48.73 
"," 14124.81 
"," 1.34 
"
values_968," 502 
"," 51 
"," 300 
"," 170 
"," 802 
"," 221 
"," 6245.90 
"," 281065.40 
"," 0.02 
"," 45 
"," 15614.74 
"," 1.43 
"
values_503," 571 
"," 51 
"," 349 
"," 193 
"," 920 
"," 244 
"," 7296.28 
"," 336441.60 
"," 0.02 
"," 46.11 
"," 18691.20 
"," 1.61 
"
values_378," 449 
"," 51 
"," 269 
"," 145 
"," 718 
"," 196 
"," 5467.36 
"," 258643.91 
"," 0.02 
"," 47.31 
"," 14369.11 
"," 1.35 
"
values_610," 566 
"," 51 
"," 343 
"," 185 
"," 909 
"," 236 
"," 7165.32 
"," 338764.83 
"," 0.02 
"," 47.28 
"," 18820.27 
"," 1.62 
"
